59,7250,0,0080
60,5070,0,0090
62,6640,0,0080
62,8850,0,0100
61,4110,0,0100
62,1050,0,0090
61,9660,0,0090
63,8380,0,0090
62,6250,0,0090
60,4340,0,0070
63,1470,0,0090
60,5890,0,0070
62,1170,0,0090
64,0400,0,0090
63,2890,0,0090
61,1830,0,0100
61,6420,0,0090
61,9370,0,0090
63,3420,0,0080
60,7510,0,0090
62,5410,0,0090
63,9590,0,0090
60,9330,0,0080
63,8660,0,0090
64,1450,0,0080
61,7340,0,0090
63,9480,0,0100
64,0940,0,0100
62,0780,0,0090
63,9850,0,0090
64,4620,0,0100
62,1420,0,0100
61,8040,0,0100
61,0670,0,0090
60,6490,0,0090
65,3680,0,0090
61,9370,0,0100
63,8640,0,0110
62,3960,0,0100
62,9140,0,0080
60,9740,0,0090
61,8370,0,0090
62,4630,0,0100
63,2420,0,0100
61,0050,0,0090
61,9100,0,0090
63,2540,0,0090
61,5070,0,0090
64,1290,0,0090
63,1190,0,0100
61,7610,0,0090
62,8500,0,0100
62,1360,0,0100
65,5420,0,0090
63,7390,0,0090
62,2540,0,0090
64,0080,0,0090
65,8840,0,0100
62,7190,0,0090
65,3700,0,0090
63,4320,0,0100
64,4690,0,0100
62,2790,0,0090
63,0140,0,0090
65,8200,0,0100
62,2730,0,0100
63,6080,0,0080
65,7420,0,0090
65,8590,0,0090
66,4450,0,0100
64,9290,0,0090
60,3130,0,0080
62,1030,0,0100
62,7110,0,0100
65,5320,0,0090
63,2540,0,0090
63,3520,0,0100
63,2850,0,0090
64,1140,0,0100
65,2390,0,0090
63,8990,0,0100
64,5690,0,0090
66,4920,0,0100
62,6290,0,0090
62,4430,0,0090
64,0140,0,0090
64,1940,0,0080
63,3970,0,0100
63,0470,0,0100
63,9670,0,0090
63,2480,0,0090
64,9110,0,0090
66,0230,0,0090
65,0710,0,0100
64,9760,0,0090
60,9380,0,0090
62,1170,0,0090
64,2150,0,0090
62,3510,0,0090
66,9200,0,0090
66,1190,0,0080
63,7310,0,0090
65,0260,0,0100
63,3850,0,0100
60,6450,0,0090
64,5790,0,0090
63,2830,0,0090
64,5750,0,0090
63,7950,0,0090
66,3260,0,0100
65,2300,0,0090
62,5680,0,0090
64,3560,0,0090
65,3860,0,0090
63,1310,0,0090
63,1110,0,0080
61,9720,0,0100
63,3540,0,0100
63,5060,0,0090
62,6290,0,0100
