14,5080,0,2120
13,9470,0,1990
14,0200,0,2000
12,8550,0,1840
14,3770,0,2060
12,6610,0,1810
12,6710,0,1810
13,6310,0,1920
12,7280,0,1800
14,1310,0,2040
13,9710,0,1990
14,0230,0,2000
13,0910,0,1880
13,3960,0,1920
14,4960,0,2080
14,0180,0,2000
13,9000,0,1980
13,8980,0,1940
14,3050,0,2040
14,5260,0,2040
13,7500,0,1950
14,1660,0,2050
13,9470,0,1960
13,1380,0,1870
14,8400,0,2110
13,4180,0,1920
15,0470,0,2140
12,8860,0,1840
13,5230,0,2070
14,9320,0,2090
14,8520,0,2120
13,3360,0,1900
13,3040,0,1940
14,2540,0,2040
13,7640,0,1930
12,1870,0,1740
13,6230,0,1950
12,6260,0,1820
12,5460,0,1800
13,6150,0,1980
12,0890,0,1720
14,2270,0,2040
12,7440,0,1810
14,6680,0,2100
14,6020,0,2080
14,8520,0,2120
14,8520,0,2110
13,2500,0,1910
14,2930,0,2050
13,4040,0,1880
14,5610,0,2070
15,0020,0,2140
12,8020,0,1840
12,8590,0,1830
12,8550,0,1830
14,3520,0,2050
14,6060,0,2090
13,1830,0,1890
14,5410,0,2080
14,7520,0,2110
13,9820,0,2000
14,0330,0,2000
12,5310,0,1800
14,4940,0,2490
13,2220,0,1870
13,3880,0,1900
14,9970,0,2130
13,7730,0,1890
13,2770,0,1890
14,7350,0,2100
14,8870,0,2120
14,3010,0,2040
13,0800,0,1860
14,5960,0,2080
14,7660,0,2110
14,4960,0,2090
14,7860,0,2110
14,1150,0,2040
13,1110,0,1880
13,7240,0,1970
14,1350,0,2030
13,5680,0,1950
14,1700,0,1980
14,7600,0,2140
15,1080,0,2130
13,6970,0,1960
14,9750,0,2140
14,0180,0,2000
14,9380,0,2150
14,5900,0,2090
13,9570,0,2010
14,5610,0,2080
13,1480,0,1880
14,4870,0,2090
14,7640,0,2120
13,1380,0,1880
14,0610,0,2050
12,6910,0,1820
13,2930,0,1880
13,9880,0,2000
13,5060,0,1930
14,0000,0,2000
13,7560,0,1930
14,0490,0,2000
14,2770,0,2050
13,1360,0,1870
14,4940,0,2070
14,4730,0,2220
13,2750,0,1900
14,4870,0,2070
14,7600,0,2110
14,8210,0,2120
14,8150,0,2120
14,2790,0,2040
13,3040,0,1900
14,3050,0,2050
14,6190,0,2090
14,7410,0,2110
14,9200,0,2160
14,6530,0,2100
