1,2970,0,2450
1,2420,0,2310
0,0110,0,2710
0,0050,0,2300
0,0110,0,2710
0,0580,0,2580
0,0070,0,2510
0,0050,0,2210
0,0050,0,2570
0,0090,0,2710
1,9810,0,2420
0,0050,0,1980
0,0050,0,2130
0,0070,0,2560
0,0090,0,2430
1,2300,0,2800
0,0070,0,2320
0,0090,0,2500
1,1050,0,2340
0,0070,0,2380
0,0050,0,2050
0,0090,0,2550
0,5660,0,2750
0,0070,0,2360
0,0070,0,2010
0,9610,0,2660
0,0070,0,2520
0,0070,0,2440
0,0090,0,2240
0,8040,0,2120
0,0110,0,2590
0,0070,0,2410
0,0070,0,2240
0,0090,0,2550
0,0050,0,2380
0,6010,0,1350
0,0050,0,2280
0,0070,0,2610
0,6620,0,2740
0,0070,0,1880
0,0070,0,2280
0,0070,0,2610
0,0210,0,2760
0,1610,0,2810
0,0110,0,2700
1,3730,0,2750
1,2280,0,2310
0,1790,0,2900
0,0070,0,2570
0,0110,0,2580
0,0090,0,2680
0,0070,0,2490
0,0090,0,2340
0,0070,0,2540
0,0340,0,2610
0,0070,0,2450
0,0130,0,2580
0,0070,0,2480
0,0070,0,2400
0,0070,0,2390
0,0110,0,2450
0,5540,0,2400
0,0070,0,2160
0,0070,0,2390
0,0050,0,2280
0,0090,0,2330
0,0070,0,2300
0,0070,0,2030
0,0090,0,2370
1,6760,0,2560
0,0090,0,2620
0,0070,0,2420
0,0070,0,2250
0,0050,0,2340
0,0090,0,2370
0,0050,0,2500
0,0090,0,2590
0,0090,0,2250
0,0070,0,2200
0,0070,0,2310
0,0070,0,2260
0,0070,0,2590
1,1270,0,2510
0,0070,0,2400
0,0070,0,2330
1,3060,0,2550
0,0070,0,2480
2,3150,0,2030
0,0070,0,2190
0,0090,0,2560
0,0070,0,2420
0,0090,0,2330
1,0330,0,1300
0,0090,0,2690
0,0710,0,2710
0,0090,0,2400
0,0070,0,2520
0,0070,0,2360
0,0070,0,2030
0,0070,0,2370
0,0070,0,2450
0,2200,0,2690
0,0070,0,2120
0,0050,0,2030
0,0070,0,2280
0,2790,0,2730
0,0070,0,2510
0,0070,0,2510
0,3430,0,1920
0,4250,0,2730
0,0070,0,2360
0,0090,0,2400
0,0070,0,2350
1,0330,0,2730
0,0090,0,2510
0,0050,0,2180
0,0090,0,2410
1,3980,0,2350
0,0090,0,2480
0,0480,0,2330
