8,7490,0,0510
8,6750,0,0500
9,0250,0,0540
9,6480,0,0570
9,9730,0,0600
10,1470,0,0600
9,5860,0,0570
9,3400,0,0560
9,6150,0,0570
9,0720,0,0540
9,9450,0,0590
8,8590,0,0530
8,7160,0,0520
8,6520,0,0540
8,6990,0,0520
8,5090,0,0510
8,4470,0,0500
9,4860,0,0560
9,3830,0,0540
9,7640,0,0580
9,8790,0,0580
9,4780,0,0560
8,9430,0,0480
8,8390,0,0530
9,5330,0,0560
9,7280,0,0550
9,4900,0,0560
8,5290,0,0510
10,0530,0,0590
9,4940,0,0570
8,7630,0,0530
9,2240,0,0550
9,1890,0,0540
9,0270,0,0540
9,9120,0,0580
9,0660,0,0530
9,5680,0,0570
8,9760,0,0530
9,5580,0,0560
9,6150,0,0560
8,9660,0,0530
8,6970,0,0520
8,6220,0,0510
9,1010,0,0540
9,9550,0,0590
9,5530,0,0570
8,6440,0,0510
9,2730,0,0560
9,9140,0,0580
9,5040,0,0560
9,8930,0,0570
8,6630,0,0530
9,1300,0,0540
9,8440,0,0570
9,8960,0,0580
9,5510,0,0560
9,3810,0,0550
8,8650,0,0520
9,9220,0,0580
9,5250,0,0570
8,5770,0,0510
10,0430,0,0590
8,9290,0,0500
9,9060,0,0580
10,0290,0,0590
9,6910,0,0580
8,6810,0,0520
9,7320,0,0560
9,8180,0,0580
9,0680,0,0540
9,3510,0,0540
9,9000,0,0590
10,0720,0,0590
9,9670,0,0590
10,1860,0,0610
10,2290,0,0600
9,9280,0,0600
8,6540,0,0510
9,3530,0,0550
9,6150,0,0570
9,8650,0,0570
9,7340,0,0600
9,7460,0,0580
9,5000,0,0550
9,6290,0,0560
9,7460,0,0600
9,9300,0,0580
8,9290,0,0540
10,0900,0,0580
9,4590,0,0550
10,4080,0,0610
9,4860,0,0560
9,1460,0,0540
10,2760,0,0610
10,1090,0,0600
9,9060,0,0580
8,7750,0,0520
9,6070,0,0560
9,7660,0,0580
9,9180,0,0580
9,7300,0,0580
9,3470,0,0550
8,7770,0,0520
9,7690,0,0590
10,2640,0,0600
9,9430,0,0590
9,8570,0,0580
9,9860,0,0580
10,1170,0,0610
10,2010,0,0600
10,0840,0,0620
9,8590,0,0580
9,0870,0,0540
10,3670,0,0610
8,8200,0,0510
9,9960,0,0580
9,7090,0,0570
8,7510,0,0520
9,9450,0,0590
10,2150,0,0610
