18,2250,0,0260
18,7480,0,0280
17,2420,0,0260
18,8950,0,0270
18,0490,0,0260
16,5810,0,0240
18,3540,0,0280
15,8330,0,0230
18,9380,0,0270
17,7810,0,0270
19,0340,0,0270
18,8360,0,0270
16,9290,0,0250
17,8980,0,0270
18,5940,0,0280
18,6250,0,0270
18,5510,0,0270
17,7990,0,0260
16,7060,0,0240
18,2660,0,0260
19,2270,0,0290
18,8520,0,0270
16,6790,0,0240
19,3210,0,0280
18,8560,0,0270
16,2300,0,0240
18,6370,0,0270
17,7090,0,0260
18,3340,0,0280
19,1330,0,0230
18,9690,0,0270
18,5160,0,0260
16,3940,0,0240
18,4360,0,0280
17,9260,0,0250
16,5950,0,0250
15,9740,0,0230
15,7860,0,0230
16,6130,0,0240
17,8340,0,0270
18,8580,0,0270
17,9450,0,0260
17,8100,0,0270
19,0260,0,0350
18,3030,0,0250
16,4740,0,0240
17,8630,0,0260
19,1000,0,0280
18,4850,0,0270
15,9950,0,0230
17,9630,0,0270
18,8170,0,0270
18,9160,0,0270
18,0390,0,0260
15,8760,0,0230
18,8810,0,0270
18,8730,0,0270
18,1350,0,0260
18,7050,0,0280
18,5040,0,0260
16,8120,0,0230
16,3210,0,0250
16,4430,0,0240
17,4860,0,0250
17,2440,0,0260
16,4290,0,0250
16,3980,0,0240
16,3080,0,0240
17,3690,0,0250
18,2520,0,0270
18,9710,0,0280
18,4750,0,0270
16,0630,0,0230
17,5270,0,0250
18,7390,0,0270
18,6150,0,0270
18,4200,0,0280
17,7320,0,0260
18,2440,0,0260
18,8810,0,0260
16,9080,0,0250
18,2720,0,0250
16,7400,0,0240
18,9980,0,0340
17,0250,0,0250
18,3340,0,0270
18,9070,0,0270
16,3350,0,0250
18,3850,0,0260
17,0850,0,0250
18,8870,0,0270
17,7730,0,0260
18,8460,0,0260
17,3900,0,0250
18,3440,0,0270
17,3120,0,0250
16,6540,0,0250
17,9180,0,0270
18,5100,0,0280
18,9910,0,0310
19,1100,0,0280
19,2920,0,0280
19,0650,0,0270
19,2270,0,0280
19,1020,0,0270
19,3640,0,0280
18,9630,0,0270
18,9630,0,0260
18,9850,0,0270
18,9590,0,0270
19,0160,0,0270
18,3870,0,0280
17,7010,0,0250
18,9650,0,0270
16,0460,0,0250
18,4510,0,0270
18,4060,0,0270
16,0170,0,0260
19,0240,0,0270
16,5600,0,0240
